mls,price,address,beds,baths,sqft,year_built,lot_size,garage,agent,city
2122628,"$1,324,950","9141 N Canyon Wash Dr, Eagle Mountain, UT 84005",6,5,6877,2004,1.32 Ac,2122628,"Contact Agent David Harman Jr 801-367-5663 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122636,"$606,999","5179 N Pony Rider Way  #305, Eagle Mountain, UT 84005",4,3,3941,2024,0.19 Ac,2122636,"Contact Agent Krischelle Wood 801-871-5901 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122567,"$474,990","3422 N Gina St  #1212, Eagle Mountain, UT 84005",4,2,2855,2025,0.11 Ac,2122567,"Contact Agent Lennon Fotu 801-837-1923 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122561,"$464,990","3481 N Browning St  #1526, Eagle Mountain, UT 84005",4,3,3362,2025,0.15 Ac,2122561,"Contact Agent Lennon Fotu 801-837-1923 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122443,"$889,900","4056 N Russell Rd, Eagle Mountain, UT 84005",3,3,3674,2013,1.40 Ac,2122443,"Contact Agent Jeffrey M. Daniels 801-678-3337 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122507,"$522,278","3339 N Gray Wolf Lane Lot   #4008, Eagle Mountain, UT 84005",4,3,3325,2025,0.14 Ac,2122507,"Contact Agent JeNee Hutchinson 435-313-3104 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122371,"$515,000","7045 N Golden Acres Loop, Eagle Mountain, UT 84005",4,3,2737,2024,0.11 Ac,2122371,"Contact Agent S. Trent Woolston 801-301-6388 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122336,"$530,000","7847 N Sagebrush Ln, Eagle Mountain, UT 84005",4,4,2610,2016,0.10 Ac,2122336,"Contact Agent Austin Naylor 801-230-3978 Co-Agent Lila Jessop 801-633-3203 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122290,"$600,000","8505 N Turnberry Rd, Eagle Mountain, UT 84005",5,3,3000,2006,0.22 Ac,2122290,"Contact Agent Shanda Bezzant 801-691-8419 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122289,"$530,000","5397 N Solo St, Eagle Mountain, UT 84005",4,3,2440,2022,0.13 Ac,2122289,"Contact Agent Lady Martinez Gonzalez 801-548-0577 Co-Agent Markee Hall 801-815-6753 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122038,"$668,281","2959 N Kingbird Dr  #613, Eagle Mountain, UT 84005",4,4,4620,2025,0.19 Ac,2122038,"Contact Agent Curtis B Borg 801-209-4071 Co-Agent Tyson R Brooks 801-244-7528 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122105,"$580,000","7091 N Oquirrh Ranch Pkwy, Eagle Mountain, UT 84005",3,3,2787,2020,0.19 Ac,2122105,"Contact Agent Curtis A Mayberry 520-686-4865 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122034,"$689,000","4595 N Fallow Way  #511, Eagle Mountain, UT 84005",6,4,3397,2025,0.19 Ac,2122034,"Contact Agent Nicholas Strong 801-319-6269 Co-Agent Travis Schloderer 714-225-4668 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122023,"$599,900","1065 E Antelope Dr  #613, Eagle Mountain, UT 84005",3,4,4105,2025,0.18 Ac,2122023,"Contact Agent Nicholas Strong 801-319-6269 Co-Agent Travis Schloderer 714-225-4668 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2122032,"$590,000","3344 E Kennekuk Ln, Eagle Mountain, UT 84005",5,4,3109,2007,0.21 Ac,2122032,"Contact Agent Ember Jean Czipka 801-671-5943 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",eagle-mountain
2123711,"$600,000","16 E 1400 N, American Fork, UT 84003",6,3,3210,1995,0.24 Ac,2123711,"Contact Agent Nick Gonzalez 801-864-7812 Co-Agent Trevor Tait 801-834-7251 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2123576,"$385,000","485 N 600 E, American Fork, UT 84003",2,1,780,1949,0.18 Ac,2123576,"Contact Agent Wyatt Tingey Honeyman 385-375-9753 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2123187,"$548,500","773 W 1080 S, American Fork, UT 84003",3,3,1999,2023,0.17 Ac,4,"Contact Agent Brad Olsen 801-560-8448 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122806,"$729,999","425 W 1120 N, American Fork, UT 84003",5,4,3807,2003,0.20 Ac,2122806,"Contact Agent Stetson Bates 801-367-8263 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122869,"$288,750","1025 S 850 W, American Fork, UT 84003",5,3,2763,2023,0.22 Ac,4,"Contact Agent Tommy Webber 801-941-9410 Co-Agent Dustin Peterson 801-866-4420 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122902,"$1,800,000","602 W 860 N, American Fork, UT 84003",6,7,5775,2025,0.28 Ac,2122902,"Contact Agent Bryce Millecam 801-376-8855 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2123074,"$1,225,000","777 W 880 N, American Fork, UT 84003",4,3,4678,2025,0.28 Ac,3,"Contact Agent Amy Laster 801-687-4663 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122796,"$1,319,900","1089 N 950 Cir, American Fork, UT 84003",4,4,6333,2025,0.34 Ac,,"Contact Agent James Telaroli 801-860-8888 Co-Agent Dallin Telaroli 801-900-0068 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122711,"$525,000","317 E 100 N, American Fork, UT 84003",5,2,3090,1962,0.28 Ac,4,"Contact Agent Charisse Walker 801-201-2949 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122600,"$1,315,900","807 N 150 E, American Fork, UT 84003",4,4,5718,2025,0.43 Ac,2122600,"Contact Agent James Telaroli 801-860-8888 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122535,"$555,000","1024 W 570 S, American Fork, UT 84003",3,3,2068,2021,0.07 Ac,2122535,"Contact Agent NovaLea Beddes 801-380-0580 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122483,"$550,000","287 W 1360 N, American Fork, UT 84003",5,3,2328,1991,0.22 Ac,2122483,"Contact Agent Kerra Henke 435-705-4344 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122417,"$589,000","356 W 1300 N, American Fork, UT 84003",4,4,2588,1990,0.21 Ac,2122417,"Contact Agent Christian Rowe 801-834-7699 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122107,"$554,900","179 W 1290 N, American Fork, UT 84003",5,3,2060,1990,0.21 Ac,2122107,"Contact Agent Angela Court 801-636-2340 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2121946,"$440,000","55  Roosevelt Ave, American Fork, UT 84003",4,1,1728,1943,0.17 Ac,4,"Contact Agent Brett Hess 801-603-4576 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2121662,"$585,000","455 S 680 W, American Fork, UT 84003",4,3,1949,2022,0.14 Ac,2121662,"Contact Agent Lady Martinez Gonzalez 801-548-0577 Co-Agent Markee Hall 801-815-6753 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2121615,"$749,900","1014 W 1020 S, American Fork, UT 84003",5,3,3032,2022,0.17 Ac,4,"Contact Agent Matt Evans 801-367-7077 Co-Agent Dan Evans 801-372-3512 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2121611,"$589,000","304 S 680 W, American Fork, UT 84003",3,3,1750,2021,0.15 Ac,2121611,"Contact Agent Adam Knight 801-809-1849 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2121585,"$575,000","703 S 850 W, American Fork, UT 84003",4,3,2069,2022,0.18 Ac,2121585,"Contact Agent Kristen Sherlock 801-717-6088 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2121065,"$1,149,000","1243 N 1270 E, American Fork, UT 84003",6,4,4596,2000,0.36 Ac,4,"Contact Agent Charles T Wixom 801-372-3481 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2120961,"$1,278,900","1045 N 930 E  #58, American Fork, UT 84003",4,4,5702,2025,0.24 Ac,2120961,"Contact Agent James Telaroli 801-860-8888 Co-Agent Dallin Telaroli 801-900-0068 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2120538,"$560,000","334 S 680 W, American Fork, UT 84003",3,3,1783,2022,0.14 Ac,2120538,"Contact Agent Elda Palacios Baker 801-706-3806 Co-Agent Randy Baker 801-910-2296 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2120034,"$620,000","641 N 420 W, American Fork, UT 84003",4,3,2508,1975,0.32 ac,2120034,"Contact Agent Anthony Kingsford 801-404-4725 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2120956,"$1,449,900","788 N 150 E  #3, American Fork, UT 84003",4,4,6307,2025,0.25 Ac,,"Contact Agent James Telaroli 801-860-8888 Co-Agent Dallin Telaroli 801-900-0068 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2119681,"$530,000","148 N 100 E, American Fork, UT 84003",4,2,2488,1948,646 sq ft,2119681,"Contact Agent Bryant Bishop 801-722-4687 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2119629,"$575,000","170 N 825 E, American Fork, UT 84003",5,3,3442,1964,0.29 Ac,4,"Contact Agent Samuel Vogl 385-495-5559 Co-Agent Dakota Murdock 435-351-1192 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2119428,"$550,000","396 N 100 E, American Fork, UT 84003",4,3,1782,1953,0.12 Ac,2119428,"Contact Agent Mark Dunn 435-849-5914 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2119422,"$425,000","365 N 100 W, American Fork, UT 84003",2,2,1332,1935,0.17 Ac,2,"Contact Agent Darren Mansell 801-598-1010 Co-Agent Shilane Mansell 801-891-2983 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2119129,"$467,000","351  Washington Ave, American Fork, UT 84003",5,2,1900,1943,0.15 Ac,2,"Contact Agent Tiffany Lancaster 435-224-4529 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2118717,"$649,900","344 W 1080 N, American Fork, UT 84003",5,3,2904,1995,0.24 Ac,2118717,"Contact Agent Zach Eastman 801-400-3245 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2118662,"$1,450,000","793 N 150 E, American Fork, UT 84003",6,5,4651,2025,0.38 Ac,4,"Contact Agent Brad Orgill 801-824-2723 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2118634,"$535,000","336 S 300 E, American Fork, UT 84003",4,2,1926,1943,0.19 Ac,2118634,"Contact Agent Justin Dockstader 801-404-3625 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2118519,"$1,529,900","1058 N 930 E  #64, American Fork, UT 84003",4,4,6577,2025,0.26 Ac,2118519,"Contact Agent James Telaroli 801-860-8888 Co-Agent Dallin Telaroli 801-900-0068 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2118163,"$515,000","407 S 740 E, American Fork, UT 84003",3,3,1905,2016,0.08 Ac,2118163,"Contact Agent Melanie Aird 801-368-4420 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2116794,"$599,900","326 S 650 W, American Fork, UT 84003",3,3,2302,2024,0.13 Ac,2,"Contact Agent Mallory Claire Hightower 801-673-0456 Co-Agent Eric Brown 801-448-2133 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2115170,"$465,000","528 S 260 E, American Fork, UT 84003",3,2,1800,1994,0.25 Ac,2115170,"Contact Agent Sandra Fraser 801-717-0709 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2115861,"$475,000","382 W 330 S, American Fork, UT 84003",4,2,1580,1980,0.17 Ac,0,"Contact Agent Kari Nielson 801-358-6199 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2113302,"$1,499,000","654 N 200 E, American Fork, UT 84003",7,5,7810,2021,0.45 Ac,2113302,"Contact Agent JEREMY S CONGDON 801-615-1162 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2113907,"$489,999","374 N Center St, American Fork, UT 84003",4,3,1886,1943,0.19 Ac,2113907,"Contact Agent Erica Fisher 801-318-6546 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2113735,"$614,000","365 W 370 S, American Fork, UT 84003",6,3,3213,2003,0.18 Ac,2113735,"Contact Agent Joshua Bingham 801-319-3636 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2112788,"$550,000","984 N 300 W, American Fork, UT 84003",5,3,2292,1995,0.23 Ac,2112788,"Contact Agent Marisa Bentley 801-836-2800 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2111229,"$499,900","82 S Lincoln Ave, American Fork, UT 84003",4,2,1856,1943,0.15 Ac,0,"Contact Agent Trevor Sandberg 801-793-6844 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2111128,"$589,000","782 N 200 W, American Fork, UT 84003",3,3,3506,1994,0.21 Ac,2111128,"Contact Agent Ryan Bierman 801-808-7232 Co-Agent Bradley Byington 608-769-2064 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2110361,"$474,900","359 S 780 E, American Fork, UT 84003",3,2,1314,2016,0.07 Ac,2110361,"Contact Agent Tyler Shenk 801-833-2880 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2109409,"$525,000","1071 N Timpview Dr, American Fork, UT 84003",6,3,2086,1978,0.29 Ac,2109409,"Contact Agent Dinko Keserovic 801-792-2359 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2109078,"$523,900","414 N 100 E, American Fork, UT 84003",3,2,1884,1944,0.17 Ac,2109078,"Contact Agent Bryce Hansen 801-654-3800 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2108184,"$465,000","410 N 600 E, American Fork, UT 84003",4,2,1288,1963,0.14 Ac,4,"Contact Agent Jackie Cordova 801-913-1230 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2107934,"$475,500","447 S 300 E, American Fork, UT 84003",3,2,2166,1953,0.14 Ac,0,"Contact Agent Clark Kerswell 801-472-7060 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2107384,"$589,500","894 S 370 W, American Fork, UT 84003",3,3,1720,2022,0.15 Ac,4,"Contact Agent Cody L Holman 385-465-5086 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2106816,"$549,900","540 N 300 W, American Fork, UT 84003",4,2,2454,1953,0.22 Ac,,"Contact Agent Courtney Tucker 801-753-8634 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",american-fork
2122480,"$504,900","600 N Cornstalk Ln, Lindon, UT 84042",3,3,2020,2025,0.07 Ac,2122480,"Contact Agent C Terry Clark 801-550-0903 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2120454,"$799,000","681 E 215 N, Lindon, UT 84042",5,4,4736,1973,0.71 Ac,4,"Contact Agent Jennifer Misbach 801-494-9415 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2121345,"$505,700","582 N Cornstalk Way, Lindon, UT 84042",3,3,2063,2025,0.07 Ac,2121345,"Contact Agent C Terry Clark 801-550-0903 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2121945,"$1,499,900","45 W 400 N, Lindon, UT 84042",6,4,4381,1958,1.17 Ac,2121945,"Contact Agent Adam Lancaster 385-201-6746 Co-Agent Tyler Day 801-888-7867 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2119468,"$685,000","129 S 630 E, Lindon, UT 84042",3,2,1905,1989,0.61 Ac,2,"Contact Agent Shawna Nicholls 816-519-7701 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2120262,"$740,000","337 N Brookview Dr, Lindon, UT 84042",4,3,3990,2019,0.17 Ac,2120262,"Contact Agent Tanner Fairbanks 385-233-1817 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2120083,"$899,000","1437 W Stable St, Lindon, UT 84042",4,3,4163,2021,0.23 Ac,2120083,"Contact Agent Martin Sommerkamp-Mendizabal 801-310-8387 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2119825,"$729,900","1309 W Sweet Corn Ln, Lindon, UT 84042",3,2,3322,2025,0.15 Ac,2119825,"Contact Agent C Terry Clark 801-550-0903 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
2118648,"$3,750,000","1422 E 155 S, Lindon, UT 84042",10,10,16966,2002,1.27 Ac,2118648,"Contact Agent Kerry Oman 801-369-2507 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",lindon
