mls,price,address,beds,baths,sqft,year_built,lot_size,garage,agent,city
2120342,"$1,300,000","13181 S Woodridge Oak Dr, Draper, UT 84020",6,5,5634,2007,0.30 Ac,3,"Contact Agent Shelly Tripp 801-573-6400 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2120461,"$1,170,000","13448 S Saddle Ridge Dr, Draper, UT 84020",7,4,4227,1998,0.24 Ac,2120461,"Contact Agent Kim Dixon 801-755-5023 Co-Agent Peter Felis 801-597-1229 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2124134,"$450,000","355 W La Salle Dr, Midvale, UT 84047",2,1,1750,1956,0.20 Ac,2124134,"Contact Agent Connie Roller 801-979-8795 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2120263,"$699,500","427 E Parowan, Draper, UT 84020",4,4,2604,1996,0.23 Ac,2120263,"Contact Agent Kitty Cheney 801-358-2339 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2124070,"$485,000","133 E 7615 S, Midvale, UT 84047",4,2,1680,1965,0.17 Ac,0,"Contact Agent James Comas 801-230-4363 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2120120,"$2,150,000","1826 E Gray Fox Dr, Draper, UT 84020",5,7,8317,2006,0.47 Ac,2120120,"Contact Agent Pam Abbott 801-699-5000 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2124068,"$560,000","8331 S Monroe St, Midvale, UT 84047",4,3,2610,1965,0.20 Ac,2124068,"Contact Agent Travis Sanders 801-558-7551 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2120061,"$649,900","14971 S Winged Bluff Ln, Draper, UT 84020",5,3,3087,2006,0.15 Ac,2120061,"Contact Agent Shae Goodwin 801-602-7423 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2123435,"$468,000","614 W 5th Ave, Midvale, UT 84047",4,2,1740,1970,0.11 Ac,4,"Contact Agent Sheridan Daly 801-915-1098 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2119895,"$675,000","14585 S Delacroix Dr, Draper, UT 84020",4,3,2405,2015,0.09 Ac,2119895,"Contact Agent James Comas 801-230-4363 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2123120,"$649,900","139 W Columbia Dr, Midvale, UT 84047",6,2,2520,1955,0.16 Ac,2,"Contact Agent Cameron Burnside 801-706-5337 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2119482,"$684,000","15151 S Eagle Chase Dr, Draper (UT Cnty), UT 84020",4,4,2796,2006,0.15 Ac,3,"Contact Agent Ty W Price 801-420-0401 Co-Agent Sally Price 801-420-0365 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2122981,"$595,000","787 E Casa Blanca Cir, Midvale, UT 84047",4,3,2340,1963,0.39 Ac,2122981,"Contact Agent Jennifer Call 801-471-7145 Co-Agent Nathan Davey 801-310-9109 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2119048,"$685,000","413 E Steep Mountain Dr, Draper, UT 84020",4,4,2320,1997,0.15 Ac,2119048,"Contact Agent Carolee Mecham 801-243-0924 Co-Agent Connor Mecham 801-864-3339 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2122753,"$629,900","7080 S 230 E, Midvale, UT 84047",5,3,2664,1968,0.18 Ac,2122753,"Contact Agent Matt W Jones 801-616-8874 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2119029,"$1,298,000","1807  Standing Oak Dr, Draper, UT 84020",7,5,5699,2003,0.30 Ac,2119029,"Contact Agent Todd Malcom 801-641-4366 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2119011,"$949,900","13881  Vestry Rd, Draper, UT 84020",6,4,4035,1998,0.24 Ac,2119011,"Contact Agent Zach Ngawaka 801-888-5905 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2122695,"$700,000","512 E Larchwood Dr, Midvale, UT 84047",5,3,2456,1976,0.25 Ac,2122695,"Contact Agent Stockton Farnsworth 801-664-3370 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2122355,"$585,000","7083  Village Pl, Midvale, UT 84047",4,3,2662,1995,0.10 Ac,2122355,"Contact Agent Parker Ferran 801-441-9339 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2118946,"$767,530","11559 S Junegrass Dr, Draper, UT 84020",3,3,3011,2025,0.12 Ac,2118946,"Contact Agent C Terry Clark 801-550-0903 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2121540,"$549,999","231 W Amanda Lynn Ln, Midvale, UT 84047",3,2,2016,1999,0.18 Ac,4,"Contact Agent Eduardo Alfaro 801-381-5368 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2118607,"$2,895,000","963 E Old English Rd, Draper, UT 84020",7,7,8207,1999,0.61 Ac,4,"Contact Agent Dan Evans 801-372-3512 Co-Agent Matt Evans 801-367-7077 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2118580,"$680,000","14747 S Haddington Rd, Draper, UT 84020",4,3,2942,2017,0.12 Ac,2118580,,draper
2121295,"$350,000","775 W Lennox St, Midvale, UT 84047",2,1,1200,1902,0.26 Ac,,"Contact Agent Sue Mark-Lunde 801-580-2378 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2121280,"$771,520","274 E Water Way  #230, Midvale, UT 84070",4,3,2598,2025,0.10 Ac,2121280,"Contact Agent Janie Despain Mathis 801-232-4299 Co-Agent P. Robert Luke 801-243-7804 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2118579,"$599,000","1137 E Parkstone Dr, Draper, UT 84020",4,3,1924,1998,0.11 Ac,2118579,"Contact Agent Joseph Ellis 801-823-1269 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2121105,"$390,000","7683 S Allen St, Midvale, UT 84047",3,1,1040,1935,0.14 Ac,15,"Contact Agent Angel Duran 801-600-9789 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117990,"$995,000","13128 S Day Meadow Dr, Draper, UT 84020",5,3,4667,2013,0.35 Ac,4,"Contact Agent Lynn Griese 818-468-8323 Co-Agent Nicole Kampenhout 801-671-0027 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2121084,"$789,900","292 E Water Way  #233, Midvale, UT 84070",4,3,2598,2025,0.10 Ac,2121084,"Contact Agent Janie Despain Mathis 801-232-4299 Co-Agent P. Robert Luke 801-243-7804 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2121028,"$649,500","7309 S Union Village Cir, Midvale, UT 84047",4,3,2690,1998,0.13 Ac,2121028,"Contact Agent Todd D Henderson 801-577-4462 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117933,"$3,397,000","14691 S Canyon Peak Dr  #40, Draper, UT 84020",8,7,7724,2024,0.71 Ac,3,"Contact Agent Alex Nickle 801-245-0818 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2117928,"$1,130,000","1871 E Vista Ridge Ct, Draper (UT Cnty), UT 84020",5,4,4243,2001,0.24 Ac,2117928,"Contact Agent Daniel C. Griffee 801-259-1366 Co-Agent Michael Griffee 801-792-7300 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2120845,"$570,000","112 E 7420 S, Midvale, UT 84047",5,3,3210,1965,0.19 Ac,2120845,"Contact Agent Beckie L Lambert 801-680-4102 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117925,"$679,999","913 E Spiers Ln, Draper, UT 84020",6,3,3164,1996,0.14 Ac,2,"Contact Agent Amy Richardson 801-647-2577 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2120622,"$435,000","7874 S Main St W, Midvale, UT 84047",3,1,1612,1952,0.23 Ac,2120622,"Contact Agent Marci S Bradley 801-440-6271 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117859,"$720,000","1871 E Chimney Stone Ct, Draper, UT 84020",5,4,3861,2010,0.14 Ac,2117859,"Contact Agent Christina Schmidt 801-472-7732 Co-Agent Kurt Schmidt 801-787-2191 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2120285,"$508,000","7961 S Pioneer St, Midvale, UT 84047",4,2,1768,1944,0.21 Ac,4,"Contact Agent Scott A Dilley 801-706-7384 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117825,"$775,000","13952 S Rockwell View Ln, Draper, UT 84020",4,4,2837,2020,0.09 Ac,2,"Contact Agent Betsy Broadwater 801-707-3962 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2120242,"$579,999","550 E Villager Ln, Midvale, UT 84047",3,3,2296,1994,0.09 Ac,2120242,"Contact Agent Donna Rudzik 801-808-6454 Co-Agent Laurie Anderson 801-592-3112 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117692,"$2,950,000","14687 S Nestled Cv, Draper, UT 84020",6,6,9275,1999,0.66 Ac,2019,"Contact Agent Brett R Sellick 801-502-9955 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2119875,"$387,000","7703 S Grant St, Midvale, UT 84047",2,1,832,1941,0.17 Ac,2119875,"Contact Agent Steven M Anderson 801-631-2634 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2119417,"$637,500","326 E 6815 S, Midvale, UT 84047",3,3,2100,1957,0.17 Ac,2119417,"Contact Agent Whitney Benson 801-554-8276 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117122,"$665,000","16073 W Fielding Hill Ln, Draper, UT 84020",5,4,2846,2007,0.22 Ac,2117122,"Contact Agent Vhanessa Davis 801-940-7209 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2117661,"$1,650,000","13208 S Sunset Glen Way, Draper, UT 84020",6,5,5020,2006,0.25 Ac,2117661,"Contact Agent Darren Mansell 801-598-1010 Co-Agent Shilane Mansell 801-891-2983 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2119388,"$573,000","7377 S Ramanee Dr, Midvale, UT 84047",5,2,2192,1965,0.18 Ac,0,"Contact Agent Bryce Anderson 801-948-0220 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117115,"$1,472,500","919 E Rocky Mouth Ln, Draper, UT 84020",7,5,5387,2001,0.27 Ac,2,"Contact Agent Janice Stokes 801-513-9671 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2118928,"$635,000","59 W Princeton Dr, Midvale, UT 84047",3,4,2973,1964,0.29 Ac,2118928,"Contact Agent Amber Burke 801-717-0025 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117025,"$1,549,999","12882 S Ellerbeck Ln  #12882, Draper, UT 84020",4,5,5629,2004,0.31 Ac,4,"Contact Agent Colin Derr 801-660-7073 Co-Agent David Axson 435-799-9993 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2118283,"$435,000","1026 E North Union Ave, Midvale, UT 84047",3,1,1500,1933,0.11 Ac,4,"Contact Agent JoAnn Ortega 801-898-5311 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117582,"$659,900","182 E 6790 S, Midvale, UT 84047",3,2,2343,1951,0.28 Ac,4,"Contact Agent Rick Bentley 801-557-0218 Co-Agent Oleszja Kacsur 801-509-2797 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2116676,"$1,560,000","14637 S Canyon Pointe Rd, Draper (UT Cnty), UT 84020",7,4,4264,2026,0.23 Ac,2116676,"Contact Agent Brielle Summers 801-836-2275 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",draper
2117481,"$649,900","8331 S Coolidge St, Midvale, UT 84047",4,3,3512,1964,0.25 Ac,2117481,"Contact Agent Andrea L. Cannon 801-652-4955 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117258,"$558,000","6954 S 85 E, Midvale, UT 84047",6,4,2340,1962,0.24 Ac,2117258,"Contact Agent Nicole Gleave Hicks 801-414-3535 Co-Agent Andrew Hicks 435-640-3526 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117143,"$720,000","7994 S Roosevelt St, Midvale, UT 84047",5,4,3240,1956,0.18 Ac,2117143,"Contact Agent Loreana Pachano Montilla 801-900-9800 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2117164,"$649,000","218 E 7615 S, Midvale, UT 84047",4,4,2426,1996,0.19 Ac,218,"Contact Agent Melissa Scott 801-792-9227 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2116806,"$574,900","215  Carol Way, Midvale, UT 84047",5,2,2442,1965,0.20 Ac,0,"Contact Agent Mark W. Feigh 801-231-8179 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2116388,"$319,900","611 W Beynon Ct, Midvale, UT 84047",2,1,1287,1917,0.09 Ac,2,"Contact Agent Bryce Anderson 801-948-0220 Co-Agent Richard D Millward 801-916-3794 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2115174,"$529,900","7471 S Spruce St, Midvale, UT 84047",4,3,2420,1957,0.20 Ac,2115174,"Contact Agent Heather Roxburgh 801-999-8137 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2114278,"$624,000","752 E Chad Cir, Midvale, UT 84047",5,3,2577,1978,0.18 Ac,2114278,"Contact Agent Andrew VanDongen 801-706-9149 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2113996,"$745,000","8269 S Roosevelt St, Midvale, UT 84047",5,3,2968,1962,0.20 Ac,2113996,"Contact Agent Maren Van Vranken 801-910-8658 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2113967,"$749,769","257 E Water Mill Way  #211, Midvale, UT 84070",3,3,2598,2025,0.10 Ac,2025,"Contact Agent Janie Despain Mathis 801-232-4299 Co-Agent P. Robert Luke 801-243-7804 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2113548,"$499,000","610 E 7570 S, Midvale, UT 84047",5,2,2113,1953,0.22 Ac,2113548,"Contact Agent Cam Chamberlain 801-201-8500 Co-Agent Cody Chamberlain 801-230-5218 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2112848,"$484,900","7045 S 65 E, Midvale, UT 84047",5,3,2340,1962,0.18 Ac,0,"Contact Agent Jeovani Castillo 801-889-3545 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2111971,"$439,000","7427 S Elm St, Midvale, UT 84047",3,2,1784,1949,0.27 Ac,0,"Contact Agent Melody Riches 801-875-3853 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2111725,"$630,000","27 W Princeton, Midvale, UT 84047",4,2,3138,1968,0.32 Ac,2111725,"Contact Agent Rhonda Berdinner 801-821-9401 Co-Agent Cory M. Berdinner 801-821-9400 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2111329,"$500,000","7588 S Jefferson St, Midvale, UT 84047",3,1,2044,1941,0.18 Ac,4,"Contact Agent Donald Huntsman 801-556-6773 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2111844,"$430,000","486 W 2nd Ave, Midvale, UT 84047",3,1,1268,1917,0.18 Ac,2111844,"Contact Agent John Katsanevas 801-558-9531 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2110857,"$600,000","6969 S Free Land Pl, Midvale, UT 84047",3,4,3197,1997,0.09 Ac,2110857,"Contact Agent Ian Wood 801-712-9663 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2109753,"$630,000","6938 S Zandi Dr, Midvale, UT 84047",4,4,2382,2016,0.09 Ac,2109753,"Contact Agent Andrew Merrill 801-425-5969 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2110805,"$494,800","197 W Center St, Midvale, UT 84047",5,2,2014,1917,0.29 Ac,0,"Contact Agent Annette Wills 801-719-1336 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2109967,"$475,000","7899 S Grant St, Midvale, UT 84047",4,2,1480,1939,0.18 Ac,2109967,"Contact Agent Craig R Hawker 801-231-6430 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2106836,"$490,000","118 W 8600 S, Midvale, UT 84047",3,1,1520,1942,0.53 Ac,2106836,"Contact Agent Whitney Averett Fautin 801-604-3024 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2107937,"$485,000","7579 S 520 E, Midvale, UT 84047",3,1,1125,1956,0.22 Ac,2107937,"Contact Agent Ian Wood 801-712-9663 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2104153,"$649,000","7734 S 1100 E, Midvale, UT 84047",6,4,3156,1972,0.19 Ac,0,"Contact Agent Todd Dorius 801-913-7462 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2106178,"$439,000","7436 S Launa St, Midvale, UT 84047",3,2,1255,1960,0.19 Ac,0,"Contact Agent Eric Brown 801-448-2133 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
2103341,"$500,000","841 E Newbold Cir, Midvale, UT 84047",4,3,1787,1960,0.23 Ac,,"Contact Agent Aaron Lionel Peters 801-243-8900 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",midvale
